StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q4.1,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.1,Q7.2,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q8.1,Q8.2_1,Q8.2_2,Q8.3_1,Q8.3_2,Q8.4_1,Q8.4_2,Q8.5_1,Q8.5_2,Q8.6_1,Q8.6_2,Q8.7_1,Q8.7_2,Q8.8_1,Q8.8_2,Q8.9_1,Q8.9_2,Q8.10_1,Q8.10_2,Q8.11,Q8.12,Q8.13,Q8.14,Q8.15,Q8.15_6_TEXT,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.8_4_TEXT,Q10.9,Q10.10,Q10.11,Q10.11_10_TEXT,Q10.12,Q76_4,Q76_5,Q76_6,Q76_7,Q76_8,Q76_9,Q76_10,aid
10/23/2023 6:22,10/23/2023 6:23,IP Address,100,71,TRUE,10/23/2023 6:23,R_Puhdg1Whgi2WUkV,,,,,anonymous,EN,CONSENT,10473 Pelham - Throgs Neck (Bronx),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $500 right now,,,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6536493a-31be-7d82-4ea7-b8256d0a6f1e
10/23/2023 6:16,10/23/2023 6:27,IP Address,100,709,TRUE,10/23/2023 6:27,R_3PRVij1zfXalbwo,,,,,anonymous,EN,CONSENT,11420 Southwest Queens (Queens),Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,500,500,0,0,My work or school involved both remote and in-person from March through December 2020,Strongly agree,Agree,Strongly disagree,Disagree,Do not know,Do not know,Disagree,Do not know,Agree,Agree,Strongly agree,Do not know,Do not know,Do not know,Strongly agree,Disagree,Disagree,Disagree,...were available near me and I attended once.,Yes,I was able to remain completely isolated for the recommended time,,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,Things will be somewhat better,I did not have access at home and had to use it elsehwere,I had to take on some debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1983,Woman,,Vocational school,Employed full-time (25+ hours per week),Black or African-American,,11420 Southwest Queens (Queens),,,,,,,,653647d9-1f85-d832-9a23-01e8725f50b0
10/23/2023 6:29,10/23/2023 6:34,IP Address,100,302,TRUE,10/23/2023 6:34,R_1GFbtzD7kmzijIJ,,,,,anonymous,EN,CONSENT,10004 Lower Manhattan (Manhattan),Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 75% chance of $67 (25% chance of $0),100,450,200,250,My work or school was entirely remote from March through December 2020,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Do not know,Do not know,Disagree,Disagree,Disagree,Strongly agree,,,Agree,Agree,...were something I considered but none were available near me.,No,,I could have isolated for the entire recommended time,,,I never left home in this period,Indoors,When places were crowded,When places were crowded,Only in places that forced it,Once or twice a month,Once or twice a month,Once or twice a month,Weekly,Once or twice a month,Things will be about the same,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1998,Man,,Secondary school (high school),Employed part-time (less than 25 hours per week),White,,10003 Union Square - Lower East Side (Manhattan),,,,,,,,65364a8c-22b3-4b1e-f38d-9a4fa1c12f40
10/23/2023 6:32,10/23/2023 6:40,IP Address,100,515,TRUE,10/23/2023 6:40,R_2fBECYOenTvmwgq,,,,,anonymous,EN,CONSENT,10304 Stapleton - St. George (Staten Island),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,1000,0,0,0,My work or school was entirely in-person from March through December 2020,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,...were available near me and I attended occasionally (1-2 times per month).,Yes,I was able to remain completely isolated for the recommended time,,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Only in places that forced it,When most people were masking",Never,Never,"Rarely, when it could not be avoided",Never,Once or twice a month,Things will be somewhat worse,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1990,Woman,,Vocational school,Employed full-time (25+ hours per week),Black or African-American,,10305 Stapleton - St. George (Staten Island),,,,,,,,65364b7c-58ce-75a4-e59f-b9111ead3b76
10/23/2023 6:49,10/23/2023 6:50,IP Address,100,96,TRUE,10/23/2023 6:50,R_2RUoGFTDPv6qw5S,,,,,anonymous,EN,CONSENT,11226 East Flatbush - Flatbush (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65364f9b-6753-e761-fee5-63738873d572
10/23/2023 7:21,10/23/2023 7:33,IP Address,100,721,TRUE,10/23/2023 7:33,R_8dChZprUvdhIohP,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,0,400,200,400,My work or school was entirely in-person from March through December 2020,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,...were available near me and I attended occasionally (1-2 times per month).,I was sick but it was not a confirmed case of COVID,I was able to remain completely isolated for the recommended time,,,,When most people were masking,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Multiple times each week,Once or twice a month,Multiple times each week,Weekly,Weekly,Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,1983,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),,,,,,,,6536570c-b342-638f-f63f-b43029a46153
10/23/2023 7:18,10/23/2023 8:06,IP Address,100,2903,TRUE,10/23/2023 8:06,R_x4rZn6chyRxUJpf,,,,,anonymous,EN,CONSENT,10453 Crotona -Tremont (Bronx),Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,500,200,200,100,My work or school was entirely in-person from March through December 2020,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,,,...were something I considered but none were available near me.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I am unable to pay all of my bills,My financial situation became much worse,I never purchase anything on credit or take on debt,1982,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,11225 East Flatbush - Flatbush (Brooklyn),,,,,,,,2273049001
10/23/2023 8:05,10/23/2023 8:13,IP Address,100,467,TRUE,10/23/2023 8:13,R_1imtmM8BkwLkBMa,,,,,anonymous,EN,CONSENT,10001 Chelsea - Clinton (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $750 in 24 months (2 years),Guaranteed $50,200,200,400,200,My work or school was entirely remote from March through December 2020,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Agree,Agree,...were available near me and I attended daily or almost daily.,No,,I could have isolated for the entire recommended time,,,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Once or twice a month,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Once or twice a month,Things will be somewhat worse,I always had access through my provider,I was unable to pay all of my bills,I have to take on some debt to pay my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1988,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Native American,,10001 Chelsea - Clinton (Manhattan),,,,,,,,6536617a-c111-42da-5964-effc6f8fb1ec
10/23/2023 8:09,10/23/2023 8:14,IP Address,100,274,TRUE,10/23/2023 8:14,R_3hsHmpxRNrfKW9o,,,,,anonymous,EN,CONSENT,10001 Chelsea - Clinton (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $750 in 24 months (2 years),Guaranteed $50,0,0,500,500,My work or school was entirely remote from March through December 2020,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,,,Disagree,Agree,...were available near me and I attended once.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Weekly,Multiple times each week,Multiple times each week,The same as before the pandemic,The same as before the pandemic,Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off any balances every month,1986,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10115 Central Harlem - Morningside Heights (Manhattan),,,,,,,,6536624a-3680-7ad0-4d6a-091e10236cb5
10/23/2023 8:16,10/23/2023 8:27,IP Address,100,643,TRUE,10/23/2023 8:27,R_5awo0GDFt0tRP3j,,,,,anonymous,EN,CONSENT,10304 Stapleton - St. George (Staten Island),Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,0,0,1000,0,My work or school was entirely remote from March through December 2020,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Agree,Agree,Do not know,Do not know,Agree,Agree,,,Strongly agree,Strongly agree,...were never something I would have considered doing in 2020.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off any balances every month,1973,Woman,,Vocational school,Employed full-time (25+ hours per week),White,,10036 Chelsea - Clinton (Manhattan),,,,,,,,2273092308
