ResponseId,zipcode_long,expectation in 1 year,home internet,financial situation 2020,financial situation now,financial situation change,credit debt situation,age,gender,gender_des,education,employment,race,race_des,destination,zipcode,expectation_num,internet_num,financial_2020_num,financial_now_num,financial_change_num,credit_debt_num,age_num,gender_num,education_num,employment_num,race_num
R_1IxZmeof54woerD,10029 East Harlem (Manhattan),Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1972.0,Man,,Vocational school,Employed part-time (less than 25 hours per week),Hispanic,,10029 East Harlem (Manhattan),10029,2,6.0,4.0,2,3,2,52.0,-1,3,5,4.0
R_sUqALUxbF9JRJJv,10023 Upper West Side (Manhattan),Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,I make the minimum payment and the interest is charged,1991.0,Woman,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),White,,10023 Upper West Side (Manhattan),10023,1,6.0,1.0,1,1,2,33.0,1,4,5,3.0
R_2vYRzoWbfC40ERy,10025 Upper West Side (Manhattan),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I pay off much of the balance,1935.0,Man,,College or university (Bachelor or equivalent),Click to write Choice 7,White,,10025 Upper West Side (Manhattan),10025,4,6.0,4.0,4,3,4,89.0,-1,4,0,3.0
R_3JfaCE7Gk0dqWsk,10002 Union Square - Lower East Side (Manhattan),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,My debts increase beyond what I earn in a given month,1977.0,Man,,Doctoral degree,Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10002,5,6.0,6.0,6,5,1,47.0,-1,7,6,3.0
R_D1asq1lcL2eRlD3,10302 Port Richmond (Staten Island),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1974.0,Woman,,Vocational school,Not in paid employment (by choice),Black or African-American,,,10302,4,6.0,4.0,1,1,1,50.0,1,3,3,2.0
R_2vdc0Yz1tRA5zvi,10304 Stapleton - St. George (Staten Island),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off much of the balance,1995.0,Woman,,College or university (Bachelor or equivalent),Not in paid employment (looking for work),Asian,,,10304,3,6.0,6.0,6,3,4,29.0,1,4,1,1.0
R_1DCMdeGo0127i06,11218 Borough Park (Brooklyn),Things will be somewhat better,I had to find public spaces to access internet,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,1999.0,Woman,,Vocational school,Employed part-time (less than 25 hours per week),Asian,,11218 Borough Park (Brooklyn),11218,4,2.0,3.0,2,4,1,25.0,1,3,5,1.0
R_C1BjVDDCy1dohUZ,10029 East Harlem (Manhattan),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off any balances every month,1985.0,Man,,MBA,Click to write Choice 7,Black or African-American,,10013 Greenwich Village - SoHo (Manhattan),10029,5,6.0,5.0,6,3,6,39.0,-1,6,0,2.0
R_3fQ3ue27D86kBJw,11226 East Flatbush - Flatbush (Brooklyn),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,1968.0,Woman,,College or university (Bachelor or equivalent),Not in paid employment (unable to work due to health/personal reasons),"Hispanic,White",,,11226,3,6.0,4.0,5,2,5,56.0,1,4,2,5.0
R_xDCQzvdB3UcVlgl,10001 Chelsea - Clinton (Manhattan),Things will be somewhat better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off any balances every month,1980.0,Man,,Vocational school,Employed part-time (less than 25 hours per week),Black or African-American,,10001 Chelsea - Clinton (Manhattan),10001,4,6.0,5.0,5,4,6,44.0,-1,3,5,2.0
R_2PcGLnILZojwQPl,11234 Canarsie - Flatlands (Brooklyn),Things will be somewhat better,I usually had access but there were some extended outages,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills and save a small amount,My financial situation became much better,I pay off any balances every month,1999.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,11236 Canarsie - Flatlands (Brooklyn),11234,4,4.0,6.0,5,5,6,25.0,1,4,6,2.0
R_1Ip9tDoTZhco9Ut,10473 Pelham - Throgs Neck (Bronx),Things will be about the same,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1993.0,Woman,,Secondary school (high school),Not in paid employment (by choice),Black or African-American,,,10473,3,6.0,2.0,3,1,1,31.0,1,2,3,2.0
R_r9fk4L6EqdPENRn,11234 Canarsie - Flatlands (Brooklyn),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I have to take on a lot of debt to pay my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1988.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Hispanic,,Click to write Choice 3,11234,4,6.0,4.0,3,1,1,36.0,1,5,6,4.0
R_25F02ah2c9ebXZl,11234 Canarsie - Flatlands (Brooklyn),Things will be about the same,I usually had access but there were some extended outages,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1993.0,Man,,Secondary school (high school),Employed part-time (less than 25 hours per week),Black or African-American,,11230 Borough Park (Brooklyn),11234,3,4.0,6.0,4,3,2,31.0,-1,2,5,2.0
R_3hF0Y2xIeWgYxbB,11226 East Flatbush - Flatbush (Brooklyn),Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I generally pay off the interest but not the balance,1949.0,Man,,College or university (Bachelor or equivalent),Not in paid employment (by choice),Black or African-American,,,11226,3,6.0,5.0,5,3,3,75.0,-1,4,3,2.0
R_1OH8PYp8E9LiHq8,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat better,I always had access through my provider,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1994.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10010 Gramercy Park - Murray Hill (Manhattan),11226,4,6.0,3.0,4,2,3,30.0,1,4,6,2.0
R_2EofCKVJupJGlw5,10453 Crotona -Tremont (Bronx),Things will be somewhat better,I always had access through my provider,I had to take on some debt to pay my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1982.0,Man,,Secondary school (high school),Employed full-time (25+ hours per week),Hispanic,,10457 Crotona -Tremont (Bronx),10453,4,6.0,3.0,1,2,1,42.0,-1,2,6,4.0
R_TdQsbD5Sr87HERP,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat worse,I always had access through my provider,I paid off my bills and saved a small amount,I have to take on some debt to pay my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1974.0,Man,,Vocational school,Employed full-time (25+ hours per week),Hispanic,,Outside New York City (nowhere in the five boroughs),11226,2,6.0,5.0,2,2,1,50.0,-1,3,6,4.0
R_tRNGrk0gKGpJITn,11433 Jamaica (Queens),Things will be somewhat better,I usually had access but there were some extended outages,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,1981.0,Woman,,Secondary school (high school),Not in paid employment (looking for work),Asian,,,11433,4,4.0,5.0,6,5,6,43.0,1,2,1,1.0
R_1M6acsAyeqgJeXE,10025 Upper West Side (Manhattan),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1963.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10025 Upper West Side (Manhattan),10025,3,6.0,4.0,4,2,2,61.0,1,4,6,2.0
R_02o2D09NfVJOHD3,11375 Ridgewood - Forest Hills (Queens),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off any balances every month,1972.0,Woman,,Graduate (Masters or equivalent),Employed part-time (less than 25 hours per week),White,,11224 Coney Island - Sheepshead Bay (Brooklyn),11375,3,6.0,6.0,6,3,6,52.0,1,5,5,3.0
R_R2C3QWgw8zbDx7P,10473 Pelham - Throgs Neck (Bronx),Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1979.0,Woman,,College or university (Bachelor or equivalent),Full-time student,Hispanic,,10473 Pelham - Throgs Neck (Bronx),10473,1,6.0,1.0,1,1,1,45.0,1,4,4,4.0
R_1jkNgiPkJqYSizr,10029 East Harlem (Manhattan),Things will be about the same,I always had access through my provider,I was unable to pay all of my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1990.0,Woman,,Secondary school (high school),Not in paid employment (looking for work),Black or African-American,,,10029,3,6.0,1.0,2,2,3,34.0,1,2,1,2.0
R_1rNxGAaeB6DB9lJ,11234 Canarsie - Flatlands (Brooklyn),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills but am not able to save,My financial situation became somewhat better,I pay off any balances every month,1963.0,Woman,,Graduate (Masters or equivalent),Not in paid employment (by choice),White,,,11234,3,6.0,6.0,4,4,6,61.0,1,5,3,3.0
R_2wMEILbAKyg0UyS,11226 East Flatbush - Flatbush (Brooklyn),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1971.0,Woman,,Secondary school (high school),Not in paid employment (looking for work),Immigrant,,,11226,3,6.0,4.0,4,2,2,53.0,1,2,1,0.0
