ResponseId,MODZCTA,modzcta_count,mask_march2020,mask_spring2020,mask_summer2020,mask_fall2020,mask_winter2020,indoor_march2020,indoor_spring2020,indoor_summer2020,indoor_fall2020,indoor_winter2020,mask_march2020_num,mask_spring2020_num,mask_summer2020_num,mask_fall2020_num,mask_winter2020_num,mask_march2020_num_avg,mask_spring2020_num_avg,mask_summer2020_num_avg,mask_fall2020_num_avg,mask_winter2020_num_avg,mask_averages,mask_color,indoor_march2020_num,indoor_spring2020_num,indoor_summer2020_num,indoor_fall2020_num,indoor_winter2020_num,indoor_averages,indoor_color
R_1Qi830lX6N0VRWC,11433,38.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,"Rarely, when it could not be avoided",Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,1,0,0,0,"[0, 1, 0, 0, 0]",orange
R_1QKhgKlauBISgR0,11236,6.0,"Only in places that forced it,When places were crowded","When most people were masking,When places were crowded",I never wore a mask when I left home,I never wore a mask when I left home,When most people were masking,Weekly,Once or twice a month,Weekly,Multiple times each week,Weekly,"[5, 2]","[4, 2]",[6],[6],[4],3.5,3.0,6.0,6.0,4.0,"[3.5, 3.0, 6.0, 6.0, 4.0]",blue,3,2,3,4,3,"[3, 2, 3, 4, 3]",orange
R_1QmZr5WE05koIwx,10304,33.0,"When most people were masking,When places were crowded",I always wore it when I left home,"When most people were masking,When places were crowded","When most people were masking,When places were crowded",Only in places that forced it,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Weekly,"[4, 2]",[1],"[4, 2]","[4, 2]",[5],3.0,1.0,3.0,3.0,5.0,"[3.0, 1.0, 3.0, 3.0, 5.0]",blue,1,1,2,2,3,"[1, 1, 2, 2, 3]",blue
R_1QuOp3zBoctNGJn,11373,2.0,Indoors,Indoors,Indoors,I never left home in this period,Indoors,"Rarely, when it could not be avoided",Never,Never,Never,Never,[3],[3],[3],[0],[3],3.0,3.0,3.0,0.0,3.0,"[3.0, 3.0, 3.0, 0.0, 3.0]",orange,1,0,0,0,0,"[1, 0, 0, 0, 0]",red
R_1rAmJcr29tT8Kyx,10002,121.0,"Only in places that forced it,When most people were masking,Indoors",When places were crowded,"Only in places that forced it,When most people were masking,When places were crowded","Only in places that forced it,When most people were masking,Indoors","Only in places that forced it,When most people were masking,When places were crowded",Weekly,The same as before the pandemic,Once or twice a month,"Rarely, when it could not be avoided",Multiple times each week,"[5, 4, 3]",[2],"[5, 4, 2]","[5, 4, 3]","[5, 4, 2]",4.0,2.0,3.6666666666666665,4.0,3.6666666666666665,"[4.0, 2.0, 3.6666666666666665, 4.0, 3.6666666666666665]",red,3,5,2,1,4,"[3, 5, 2, 1, 4]",blue
R_1rBzbpsDNy1SD5G,11234,99.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1rCEBx1rk0ItD7X,10002,121.0,When places were crowded,When places were crowded,When places were crowded,When places were crowded,When places were crowded,Multiple times each week,Weekly,Weekly,Multiple times each week,Multiple times each week,[2],[2],[2],[2],[2],2.0,2.0,2.0,2.0,2.0,"[2.0, 2.0, 2.0, 2.0, 2.0]",green,4,3,3,4,4,"[4, 3, 3, 4, 4]",orange
R_1riZHLUhnXIs6RC,11415,2.0,"Only in places that forced it,When most people were masking,Indoors,When places were crowded","Only in places that forced it,When most people were masking",Only in places that forced it,Only in places that forced it,Only in places that forced it,Never,"Rarely, when it could not be avoided",Once or twice a month,Weekly,Multiple times each week,"[5, 4, 3, 2]","[5, 4]",[5],[5],[5],3.5,4.5,5.0,5.0,5.0,"[3.5, 4.5, 5.0, 5.0, 5.0]",blue,0,1,2,3,4,"[0, 1, 2, 3, 4]",blue
R_1rjDqOMKVpG5cfM,11234,99.0,I always wore it when I left home,I always wore it when I left home,"Indoors,When places were crowded","Indoors,When places were crowded",I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],"[3, 2]","[3, 2]",[1],1.0,1.0,2.5,2.5,1.0,"[1.0, 1.0, 2.5, 2.5, 1.0]",orange,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1rJHxSuoaXmRq7Z,10029,108.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_1rjlDjcYAL56aHa,10026,1.0,Indoors,I never left home in this period,Indoors,I never left home in this period,Indoors,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[3],[0],[3],[0],[3],3.0,0.0,3.0,0.0,3.0,"[3.0, 0.0, 3.0, 0.0, 3.0]",orange,0,0,1,1,1,"[0, 0, 1, 1, 1]",blue
R_1rNxGAaeB6DB9lJ,11234,99.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Never,Never,"Rarely, when it could not be avoided",Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,0,0,1,0,"[1, 0, 0, 1, 0]",red
R_1romdr3FePhUq68,11206,75.0,I always wore it when I left home,I always wore it when I left home,Indoors,Indoors,Indoors,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,[1],[1],[3],[3],[3],1.0,1.0,3.0,3.0,3.0,"[1.0, 1.0, 3.0, 3.0, 3.0]",blue,0,0,1,1,2,"[0, 0, 1, 1, 2]",blue
R_1rqPPhxRdQz32Sm,10025,134.0,Indoors,"When most people were masking,Indoors",Indoors,I never wore a mask when I left home,Indoors,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[3],"[4, 3]",[3],[6],[3],3.0,3.5,3.0,6.0,3.0,"[3.0, 3.5, 3.0, 6.0, 3.0]",orange,2,2,2,2,2,"[2, 2, 2, 2, 2]",green
R_1rqskotb14MSQ2h,10007,13.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Multiple times each week,"Rarely, when it could not be avoided",Multiple times each week,Multiple times each week,Multiple times each week,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,4,1,4,4,4,"[4, 1, 4, 4, 4]",orange
R_1rrKVtno0RkFqM9,10304,33.0,I never wore a mask when I left home,When most people were masking,When most people were masking,When most people were masking,Only in places that forced it,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[6],[4],[4],[4],[5],6.0,4.0,4.0,4.0,5.0,"[6.0, 4.0, 4.0, 4.0, 5.0]",red,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_1rwDCNriljtLP8m,10002,121.0,"Indoors,When places were crowded","Only in places that forced it,When most people were masking","Only in places that forced it,When most people were masking","Only in places that forced it,When most people were masking","Only in places that forced it,When most people were masking",The same as before the pandemic,Weekly,Multiple times each week,The same as before the pandemic,Multiple times each week,"[3, 2]","[5, 4]","[5, 4]","[5, 4]","[5, 4]",2.5,4.5,4.5,4.5,4.5,"[2.5, 4.5, 4.5, 4.5, 4.5]",blue,5,3,4,5,4,"[5, 3, 4, 5, 4]",red
R_1rxJ5rLYoIYriGO,10025,134.0,When places were crowded,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Multiple times each week,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[2],[1],[1],[1],[1],2.0,1.0,1.0,1.0,1.0,"[2.0, 1.0, 1.0, 1.0, 1.0]",red,4,2,2,2,2,"[4, 2, 2, 2, 2]",red
R_1TinlaQlMbiDlcZ,11433,38.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,The same as before the pandemic,The same as before the pandemic,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,5,5,0,"[0, 0, 5, 5, 0]",orange
R_1Xq9kX4zsWLrSCt,11220,57.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_1XQjK65vJvRVOKJ,10453,73.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I never left home in this period,I never left home in this period,Never,Weekly,Once or twice a month,Weekly,The same as before the pandemic,[1],[1],[1],[0],[0],1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 0.0, 0.0]",red,0,3,2,3,5,"[0, 3, 2, 3, 5]",blue
R_1zi1ahbhFw1pXPP,10473,66.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1zQa0sNkAyazUXf,11235,2.0,"Only in places that forced it,Indoors",When most people were masking,Only in places that forced it,When most people were masking,When most people were masking,Never,Never,Never,Never,Weekly,"[5, 3]",[4],[5],[4],[4],4.0,4.0,5.0,4.0,4.0,"[4.0, 4.0, 5.0, 4.0, 4.0]",orange,0,0,0,0,3,"[0, 0, 0, 0, 3]",blue
R_1zvzUOZ6ZNANVjH,10029,108.0,I never wore a mask when I left home,When places were crowded,Indoors,When most people were masking,Only in places that forced it,Multiple times each week,Weekly,Once or twice a month,Multiple times each week,Multiple times each week,[6],[2],[3],[4],[5],6.0,2.0,3.0,4.0,5.0,"[6.0, 2.0, 3.0, 4.0, 5.0]",red,4,3,2,4,4,"[4, 3, 2, 4, 4]",orange
R_20Oq0t8sMY23kJm,10025,134.0,I always wore it when I left home,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,[1],[0],[1],[1],[1],1.0,0.0,1.0,1.0,1.0,"[1.0, 0.0, 1.0, 1.0, 1.0]",orange,1,1,1,1,2,"[1, 1, 1, 1, 2]",blue
R_20tAGPiBUrfRcAN,11234,99.0,Only in places that forced it,When places were crowded,When places were crowded,When places were crowded,When places were crowded,Weekly,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[5],[2],[2],[2],[2],5.0,2.0,2.0,2.0,2.0,"[5.0, 2.0, 2.0, 2.0, 2.0]",red,3,2,2,2,2,"[3, 2, 2, 2, 2]",red
R_20YBLkuKFpGrZ6h,10029,108.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_217hab5dxw0VFYI,11234,99.0,When most people were masking,When most people were masking,When most people were masking,When most people were masking,When most people were masking,Once or twice a month,Once or twice a month,Weekly,Weekly,Multiple times each week,[4],[4],[4],[4],[4],4.0,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]",green,2,2,3,3,4,"[2, 2, 3, 3, 4]",blue
R_21dl9pe3yJwOwqA,10002,121.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_21dlqm2GbyWtxrz,11433,38.0,When places were crowded,When places were crowded,Indoors,When places were crowded,When places were crowded,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,[2],[2],[3],[2],[2],2.0,2.0,3.0,2.0,2.0,"[2.0, 2.0, 3.0, 2.0, 2.0]",orange,1,1,1,1,2,"[1, 1, 1, 1, 2]",blue
R_21dNkYYFIdjtINu,10025,134.0,I never left home in this period,"When most people were masking,When places were crowded","When most people were masking,When places were crowded","When most people were masking,When places were crowded","When most people were masking,When places were crowded",Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[0],"[4, 2]","[4, 2]","[4, 2]","[4, 2]",0.0,3.0,3.0,3.0,3.0,"[0.0, 3.0, 3.0, 3.0, 3.0]",blue,0,1,1,1,1,"[0, 1, 1, 1, 1]",blue
R_21G5OvOdQoiLvZE,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Weekly,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,2,2,3,"[1, 1, 2, 2, 3]",blue
R_21I0l5jKz1I3fAR,11226,92.0,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,Never,Never,Never,Never,Never,[0],[1],[1],[1],[2],0.0,1.0,1.0,1.0,2.0,"[0.0, 1.0, 1.0, 1.0, 2.0]",blue,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_21p96ephqV1igj6,10002,121.0,I always wore it when I left home,I always wore it when I left home,I never left home in this period,I never left home in this period,I never left home in this period,Never,Never,Never,Never,Never,[1],[1],[0],[0],[0],1.0,1.0,0.0,0.0,0.0,"[1.0, 1.0, 0.0, 0.0, 0.0]",red,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_21v01c6I3GZwQAl,11220,57.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_21ynuwPr1RcI9Vo,10466,2.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,"Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,1,"[0, 0, 0, 0, 1]",blue
R_21ys9HifRzHZYzO,10006,8.0,When most people were masking,Only in places that forced it,Only in places that forced it,Only in places that forced it,When most people were masking,"Rarely, when it could not be avoided",Never,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[4],[5],[5],[5],[4],4.0,5.0,5.0,5.0,4.0,"[4.0, 5.0, 5.0, 5.0, 4.0]",orange,1,0,2,1,1,"[1, 0, 2, 1, 1]",orange
R_21yXTNGMCVe39Dm,10025,134.0,I always wore it when I left home,"Indoors,When places were crowded",Indoors,"Only in places that forced it,When most people were masking","Indoors,When places were crowded","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],"[3, 2]",[3],"[5, 4]","[3, 2]",1.0,2.5,3.0,4.5,2.5,"[1.0, 2.5, 3.0, 4.5, 2.5]",blue,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_21zkjU6voEsxltF,11206,75.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,"Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,2,2,1,"[1, 1, 2, 2, 1]",orange
R_22JI1VucIhWrRNE,11234,99.0,I never wore a mask when I left home,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[6],[0],[1],[1],[1],6.0,0.0,1.0,1.0,1.0,"[6.0, 0.0, 1.0, 1.0, 1.0]",red,5,0,1,1,1,"[5, 0, 1, 1, 1]",red
R_22tTlf1uHcOVHYN,10469,2.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,1,1,"[0, 0, 0, 1, 1]",blue
R_22X2Y40eT2j1eVm,10014,5.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Weekly,"Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,2,3,1,"[1, 1, 2, 3, 1]",orange
R_237ymAg38jgscc0,10005,19.0,Indoors,When most people were masking,I never wore a mask when I left home,Only in places that forced it,I never left home in this period,Weekly,Multiple times each week,Weekly,The same as before the pandemic,Multiple times each week,[3],[4],[6],[5],[0],3.0,4.0,6.0,5.0,0.0,"[3.0, 4.0, 6.0, 5.0, 0.0]",red,3,4,3,5,4,"[3, 4, 3, 5, 4]",blue
R_23difKdGXrQgMhF,11433,38.0,I never wore a mask when I left home,Indoors,Only in places that forced it,"Only in places that forced it,When places were crowded",Indoors,Never,Multiple times each week,Once or twice a month,"Rarely, when it could not be avoided",Multiple times each week,[6],[3],[5],"[5, 2]",[3],6.0,3.0,5.0,3.5,3.0,"[6.0, 3.0, 5.0, 3.5, 3.0]",red,0,4,2,1,4,"[0, 4, 2, 1, 4]",blue
