,Unnamed: 0,ResponseId,zipcode,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,amount_later17,question,delay_sooner,delay_later,amount_sooner,amount_later,question_num,block,choice,choice_text,score,presbias,absolmag,gainloss
3263,3264,R_2DU23rin1S1VzIH,10001 Chelsea - Clinton (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",300,300,400,0,33,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3273,3274,R_2duzA847WauCOUc,11220 Sunset Park (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,100,500,100,27,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
3283,3284,R_2dXg1yd4iE2gTRz,11220 Sunset Park (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,500,100,200,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,1,0
3291,3292,R_2dya012nL1CDCFn,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,43,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
3301,3302,R_2dzt0GEYExHEbcl,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,0,500,0,51,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,0
3309,3310,R_2E0jeAooZAFNtZk,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,400,200,52,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
3319,3320,R_2e2NBFV40quAK7V,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,200,0,800,48,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
3326,3327,R_2E47t2bRdlvVsyy,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,500,500,0,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,0,1
3335,3336,R_2e81UIoJnlyYxOP,10312 South Beach - Tottenville (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",100,600,100,200,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
3344,3345,R_2Ea9xUrmUQtexP6,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,500,100,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3354,3355,R_2eaF15bXrM69J6P,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,300,200,300,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3364,3365,R_2EAykKmf5yjxzHC,11694 Rockaways (Queens),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,24,2,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
3371,3372,R_2EFWrgkuORYByx8,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",700,0,0,300,22,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
3381,3382,R_2EH8Uds8HhiRjEr,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,300,200,0,41,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,0
3389,3390,R_2ElOCML3CTlN1Ef,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",400,200,300,100,32,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,1,1
3399,3400,R_2EmgZ3YUeoq7oOl,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,100,500,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3409,3410,R_2eOs2iaNUXN6Vap,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",100,200,200,500,30,3,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
3418,3419,R_2eQocvWa5mDocNH,10002 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",100,700,100,100,80,4,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
3427,3428,R_2eRwlT9xtJNf3xP,10112 Chelsea - Clinton (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",50,100,400,450,34,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,6,0,0,0
3436,3437,R_2EtTOzAnmpc0VeK,10009 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",50,200,234,516,29,0,520,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,6,1,0,1
3444,3445,R_2Ezsy3MNF6QVAbP,10004 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",300,200,300,200,35,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
3454,3455,R_2f1ikdBAuwt7A5n,10029 East Harlem (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,300,400,300,29,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,0
3462,3463,R_2f3XysOFoxCelJg,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,100,300,200,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
3471,3472,R_2f41F8G2dKurRI2,11206 Williamsburg - Bushwick (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",300,200,300,200,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3481,3482,R_2f7JDdm5bxQuALM,10030 Central Harlem - Morningside Heights (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,100,150,500,41,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
3490,3491,R_2fBECYOenTvmwgq,10304 Stapleton - St. George (Staten Island),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,33,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,6,0,1,1
3500,3501,R_2feORDa9ikrsTen,10007 Lower Manhattan (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",200,200,200,400,33,2,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
3507,3508,R_2fJUdC40koSehK0,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,500,100,33,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
3516,3517,R_2flFpWD25Ft6YC9,10007 Lower Manhattan (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",999,1,0,0,40,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,1
3525,3526,R_2fp4sm5N4Oi9rFN,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,400,200,29,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3535,3536,R_2fqx96HZiUKOUFO,11377 West Queens (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,0,400,100,23,2,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,7,0,0,0
3542,3543,R_2fxm4ILOA9yFlU7,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,300,300,200,35,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3552,3553,R_2lybqqPo2bQF9Ch,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,250,300,150,36,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,0,0
3562,3563,R_2mkgtqx2PkN6ULv,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,300,300,100,40,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,1,1
3571,3572,R_2o9I26pnUHTAG1H,11101 Long Island City - Astoria (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,1000,0,0,47,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
3581,3582,R_2OJzVC74Wh9V97N,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,300,200,300,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3591,3592,R_2OPfcLJBS25KME6,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,0,500,500,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
3601,3602,R_2OVbvq5wyxmc55X,10453 Crotona -Tremont (Bronx),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",500,150,200,150,24,3,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,6,0,0,0
3611,3612,R_2P5Xfc4ilIJHv7I,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,500,500,0,42,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,0,0
3621,3622,R_2P71FDMBtDPaCns,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,800,200,0,33,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,5,0,0,0
3630,3631,R_2P7JjaBKMS1Buai,11420 Southwest Queens (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",500,100,100,300,24,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,1,0
3640,3641,R_2Pb6fKL0QCP5E9W,10005 Lower Manhattan (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",0,0,600,400,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3650,3651,R_2Pbfu6Osu6cuGOS,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,500,500,26,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,1,0
3660,3661,R_2PcGLnILZojwQPl,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",100,150,120,630,24,4,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,6,0,0,0
3668,3669,R_2Pi33kTkoh5q6cG,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,300,100,100,21,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
3677,3678,R_2PnWCMjkNLAwnIf,11206 Williamsburg - Bushwick (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,300,0,48,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3687,3688,R_2Pnwf1azbYVLfsW,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,0,500,0,59,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3697,3698,R_2PnxXN4otM2YJRk,11210 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",100,100,100,700,41,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,1
3706,3707,R_2pXn3vr45Z1A1L7,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",100,200,200,500,37,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
3716,3717,R_2PzDGk6OEIe8evQ,10029 East Harlem (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
3726,3727,R_2PzeOoTBhiqfnyx,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,100,200,200,27,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,0,1
3736,3737,R_2q1LNkG4H1DPgmQ,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,100,300,100,30,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,5,1,1,1
3746,3747,R_2q33TslsUpwYmdc,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",600,200,100,100,71,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
